Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675106128.5712512,659,69328,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:28,19,T
1675106129.2465305,660,69329,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:29,19,T
1675106129.537658,661,69329,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:29,19,T
1675106130.28026,662,69330,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:30,19,T
1675106130.5713146,663,69330,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:30,19,T
1675106131.2473998,664,69331,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:31,19,T
1675106131.5384252,665,69331,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:31,19,T
1675106132.2468872,666,69332,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:32,19,T
1675106133.0053995,667,69332,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:32,19,T
1675106133.2470305,668,69333,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:33,19,T
1675106133.5381,669,69333,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:33,19,T
1675106134.2456088,670,69334,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:34,19,T
